1757,eads,255919959211909120,1349851047696,607476202,bae ead merger decis due aerospac defenc firm bae ead must decid whether go ahead,BAE and EADS merger decision due: Aerospace and defence firms BAE and EADS must decide whether to go ahead with ... http://t.co/gMHjQTiY
1757,eads,255920357909860352,1349851142753,227078154,financ busi bae ead merger decis due stalban harpenden,#finance #business BAE and EADS merger decision due http://t.co/DJ2HHRaB #stalbans #harpenden
1757,eads,255920647086161920,1349851211698,722435238,bae ead merger decis due,BAE and EADS merger decision due http://t.co/Qw259xI8
1757,eads,255921150251638784,1349851331662,362668495,bae ead merger decis due aerospac defenc firm bae ead must decid wheth follow egomezisla,BAE and EADS merger decision due: Aerospace and defence firms BAE and EADS must decide wheth... http://t.co/ofXZGx2s Follow @egomezislas
1757,eads,255927634859548673,1349852877713,50950964,look ead bae fight lengthen odd save merger,"Look At this! EADS, BAE fight lengthening odds to save merger http://t.co/GhihCDmV"
1757,eads,255927819220176896,1349852921668,319662444,ead bae fight lengthen odd save merger london reuter ead bae system make one last eff,"EADS, BAE fight lengthening odds to save merger: LONDON (Reuters) - EADS and BAE Systems are making one last eff... http://t.co/LgY0db75"
1757,eads,255931481183105024,1349853794748,178525052,topnew ead bae fight odd save merger pari reuter ead bae system brace one last effor,"TopNews: EADS, BAE fight odds to save merger - PARIS (Reuters) - EADS and BAE Systems are bracing for one last effor... http://t.co/CzZmBaM2"
1757,eads,255940314076966913,1349855900674,89946772,ead bae fight lengthen odd save merger london reuter ead bae system make one last eff,"EADS, BAE fight lengthening odds to save merger: LONDON (Reuters) - EADS and BAE Systems are making one last eff... http://t.co/EM819NzL"
1757,eads,255940343550316544,1349855907701,411039931,yahoo ead bae fight lengthen odd save merger london reuter ead bae system make one la,"Yahoo EADS, BAE fight lengthening odds to save merger: LONDON (Reuters) - EADS and BAE Systems are making one la... http://t.co/myo36Y0M"
1757,eads,255940402312511488,1349855921711,143491915,deadlin loom bae ead merger propos 28 billion merger defenc giant bae system ead,Deadline looms over BAE-EADS merger: The proposed £28 billion merger of defence giants BAE Systems and EADS was ... http://t.co/Y3WF4hEa
1757,eads,255943015363932160,1349856544711,11566502,fox deadlin loom propos bae ead merger defens aerospac compani bae system plc ead,Fox: Deadline looms for proposed BAE-EADS merger: Defense and aerospace companies BAE Systems PLC and EADS have ... http://t.co/7e8w8i9R
1757,eads,255944378529484801,1349856869715,267072401,bae system ead merger propos remain point content,BAE Systems and EADS merger proposal remains point of contention...  http://t.co/6WhcsKwK
1757,eads,255951303182782465,1349858520681,870372140,scot politician quiet propos bae ead merger indyref,Scots politicians very quiet on proposed BAEs - EADS merger. #indyref
1757,eads,255959645653458945,1349860509681,151555697,deadlin loom propos defenc aerospac merger bae system ead busi,"Deadline looms for proposed defence, aerospace merger between BAE Systems, EADS http://t.co/PmIf0JMa #business"
1757,eads,255970072617680896,1349862995663,373867306,factbox look ead bae system,Factbox: A look at EADS and BAE Systems http://t.co/L6WziBBa
1757,eads,255972304348135424,1349863527749,13398752,ead bae last ditch struggl save merger london reuter ead bae system engag final push rescu,"EADS, BAE in last-ditch struggle to save merger: LONDON (Reuters) - EADS and BAE Systems are engaged in a final push to rescue their ..."
1757,eads,255975516811698178,1349864293660,576292800,bae ead decis due european busi outlook via sharethi eurooutlookmag bae ead news busi,BAE-EADS decision due | european business outlook http://t.co/z4OfoSbt via @sharethis #EuroOutlookMag #BAE-EADS #news #Business
1757,eads,255998736608677888,1349869829691,712874466,ead bae last ditch struggl save merger london reuter ead bae system engag teamfollowback,"EADS, BAE in last-ditch struggle to save merger LONDON (Reuters) - EADS and BAE Systems are engaged #TEAMFOLLOWBACK  http://t.co/oxERdoJg"
1757,eads,255999026284068865,1349869898755,329695511,ead bae talk block need govern intervent sourc pari reuter talk merger ead bae system wer,"EADS-BAE talks blocked, need government intervention: sources: PARIS (Reuters) - Talks over a merger between EADS and BAE Systems wer..."
1757,eads,255999567001186304,1349870027672,88310119,news bae ead merger deal dead aerospac defenc firm bae ead cancel plan mer,NEWS: BAE and EADS merger deal 'dead': Aerospace and defence firms BAE and EADS have cancelled their planned mer... http://t.co/x8fTduTZ
1757,eads,256000162659442688,1349870169688,244317966,bae ead merger deal dead aerospac defenc firm bae ead cancel plan merger,"BAE and EADS merger deal 'dead': Aerospace and defence firms BAE and EADS have cancelled their planned merger, the... http://t.co/1q7FkxtI"
1757,eads,256000389248327680,1349870223711,124488667,bae ead race deadlin save 45 billion deal ead bae system struggl polit sharehold,"BAE, EADS race deadline to save $45 billion deal: EADS and BAE Systems struggled against political and sharehold... http://t.co/9Wy9uGmn"
1757,eads,256000414388985856,1349870229705,553928330,money bae ead race deadlin save 45 billion deal ead bae system struggl polit sh,"#money BAE, EADS race deadline to save $45 billion deal: EADS and BAE Systems struggled against political and sh... http://t.co/RbRmhYJE"
1757,eads,256000800189456386,1349870321687,599324776,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/lyNPPBDj"
1757,eads,256001052011294720,1349870381726,269212495,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/NpCey1Ud"
1757,eads,256001509056196608,1349870490694,368615592,merger talk ead bae system collaps stock,Merger talks between EADS and BAE Systems collapse. http://t.co/KUAspHtI #Stocks
1757,eads,256001635111800833,1349870520748,411554378,bae ead merger plan off aerospac defenc firm bae ead cancel plan,BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned m... http://t.co/MYeDdrhz More...
1757,eads,256002163472490496,1349870646719,334499611,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/3ngm2oN5"
1757,eads,256002243021635584,1349870665685,297227588,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/Zh6mdu3i"
1757,eads,256002331152371712,1349870686697,442720683,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/Dh9HrRe3"
1757,eads,256002373133168640,1349870696706,269141577,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/UYFOiysX"
1757,eads,256002385514729472,1349870699658,622128738,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/Z6t62YeC"
1757,eads,256002398328328192,1349870702713,710776945,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger bbc learn,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, the BBC learns, after ..."
1757,eads,256002410856730624,1349870705700,725907746,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off': Aerospace and defence firms BAE and EADS have cancelled their planned merger, t... http://t.co/npbPEpay"
1757,eads,256002427495522304,1349870709667,100182054,ead bae said abandon merger negoti commoditytrademantra,"EADS, BAE Said to Abandon Merger Negotiations #CommodityTradeMantra"
1757,eads,256003325412139008,1349870923747,105259219,call bead skynewsbreak pa sourc say merger talk defenc compani bae system ead broken,Would they be called BEADS? RT @SkyNewsBreak: PA: Sources say merger talks between defence company BAE Systems and EADS have broken down
1757,eads,256003417368039425,1349870945671,183176215,ead bae last ditch struggl save merger,"EADS, BAE in last-ditch struggle to save merger http://t.co/arCKejgG"
1757,eads,256003631336284160,1349870996685,38282795,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger… http://t.co/xMApIpOt
1757,eads,256003803273392128,1349871037678,254686251,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,"BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger, ... http://t.co/BXRL5EmX"
1757,eads,256003828598579200,1349871043716,576087662,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,"BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger, ... http://t.co/n3i0tMPW"
1757,eads,256003845270933504,1349871047691,69555570,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plann busi,BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planne... http://t.co/ug9OK80B #business
1757,eads,256003857925165058,1349871050708,129429402,aerospac defenc firm bae system ead cancel plan merger talk stymi polit,"Aerospace and defence firms BAE Systems and EADS cancel their planned merger, after talks are stymied by politic... http://t.co/rSswwOHJ"
1757,eads,256005141495439360,1349871356735,284174585,wow cnnmoney bae system ead drop plan 45 billion merger creat defens aerospac giant,Wow! RT @CNNMoney: BAE Systems and EADS drop plans for $45 billion merger to create defense and aerospace giant.  http://t.co/YaPYDXFN
1757,eads,256005204204478465,1349871371686,20769497,ead bae ask merger talk sourc london reuter ead bae system ask,EADS-BAE will not ask for more merger talks - sources: LONDON (Reuters) - EADS and BAE Systems will not ask for ... http://t.co/RvBHripv
1757,eads,256005497809936384,1349871441687,756740515,merger talk bae system ead collaps,Merger talks between BAE Systems and EADS have collapsed http://t.co/pk3iJ3lb
1757,eads,256005778895433728,1349871508703,270492072,bae ead wont ask merger extens report news,"BAE, EADS won't ask for merger extension: report #news"
1757,eads,256005821060771840,1349871518756,126342756,ead amp bae merger deal,EADS &amp; BAE merger deal is off!
1757,eads,256005896444989440,1349871536729,125695974,just cnnmoney bae system ead drop plan 45 billion merger creat european defens aerospac giant,Just in from @CNNMoney -BAE Systems and EADS drop plans for $45 billion merger to create a European defense and aerospace giant.
1757,eads,256006206555033600,1349871610665,624525019,ead bae call world biggest arm merger,"EADS, BAE call off world's biggest arms merger - http://t.co/uqPH74Ek"
1757,eads,256006361719128065,1349871647659,235298285,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,"BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger, ... http://t.co/DvMHudhP"
1757,eads,256007053770907648,1349871812657,859251439,bae system ead abandon merger plan,BAE Systems and EADS abandon merger plan http://t.co/QYRH0RHd
1757,eads,256007637060173824,1349871951724,593962714,bae system ead call plan merger creat aerospac giant,"BAE Systems, EADS call of planned merger that would have created aerospace giant http://t.co/DZPmsG35"
1757,eads,256008198832676864,1349872085661,25829339,uk bae system scrap ead merger plan,UK: BAE Systems scraps EADS merger plan http://t.co/VlrIkt8U
1757,eads,256008404374523904,1349872134666,384950649,bae system ead drop plan 45b merger creat european defens aerospac giant compani say via cnni,"BAE Systems and EADS drop plans for $45B merger to create European defense and aerospace giant, both companies say. (via @CNNi)"
1757,eads,256009130110754816,1349872307695,490553577,28bn busi meger bae system ead dead,£28bn business meger between BAE Systems and EADS is dead http://t.co/H6ND3qt6
1757,eads,256009750716760064,1349872455659,475770835,workwherev bae ead merger plan off aerospac defenc firm bae ead cancel plann,#WorkWherever BAE-EADS merger plans are 'off' - Aerospace and defence firms BAE and EADS have cancelled their planne... http://t.co/Lrp9vJw6
1757,eads,256009944002871296,1349872501742,515809352,slik news bae ead merger plan off aerospac defenc firm bae ead cancel plan,Slik News: BAE-EADS merger plans are 'off' - Aerospace and defence firms BAE and EADS have cancelled their planned m... http://t.co/ZdZP7VEL
1757,eads,256010216632643584,1349872566742,587996158,see bae system ead end merger talk wall street journal link bio,"See this: BAE Systems, EADS End Merger Talks - Wall Street Journal  [a link in my bio]"
1757,eads,256010262501535744,1349872577678,576478385,bae system ead end merger talk wall street journal,"BAE Systems, EADS End Merger Talks - Wall Street Journal http://t.co/JDAuOfhw"
1757,eads,256010346656059392,1349872597742,198811245,bae ead merger plan off aerospac defenc firm bae ead cancel plan merger,"BAE-EADS merger plans are 'off' - Aerospace and defence firms BAE and EADS have cancelled their planned merger, the ... http://t.co/rOR8FHp2"
1757,eads,256010564726321152,1349872649734,623133388,ead bae system abandon merger talk aerospac giant ead bae system end merger talk wedn,EADS and BAE Systems Abandon Merger Talks: The aerospace giants EADS and BAE Systems ended mergers talks on Wedn... http://t.co/KGCTGCB5
1757,eads,256010572896817153,1349872651682,32455632,india busi ead bae call world biggest arm merger ead bae system extend,"#india #business : EADS, BAE call off world's biggest arms merger: EADS and BAE Systems will not extend their me... http://t.co/i68TVRqm"
1757,eads,256010874840563712,1349872723671,269460698,free stock pick dealbook ead bae system abandon merger talk aerospac giant ead bae system,Free Stock Picks DealBook: EADS and BAE Systems Abandon Merger Talks: The aerospace giants EADS and BAE Systems ... http://t.co/6G7ggeDP
1757,eads,256010950304468992,1349872741663,363329631,bae system ead call merger talk,"BAE Systems, EADS call off merger talks http://t.co/4N6CpoHn"
1757,eads,256011336197234690,1349872833667,855108367,bae system ead end merger talk wall street journal,"BAE Systems, EADS End Merger Talks - Wall Street Journal http://t.co/Y7TTU9P2"
1757,eads,256011336260153344,1349872833682,372667787,bae system ead end merger talk wall street journal,"BAE Systems, EADS End Merger Talks - Wall Street Journal http://t.co/gmG2aW02"
1757,eads,256011340429279232,1349872834676,325388136,bae system ead end merger talk wall street journal,"BAE Systems, EADS End Merger Talks - Wall Street Journal http://t.co/T6km62gm"
1757,eads,256011340722868224,1349872834746,367209383,bae system ead end merger talk wall street journal,"BAE Systems, EADS End Merger Talks - Wall Street Journal http://t.co/WJuY0GBq"
1757,eads,256011386604363776,1349872845685,383196369,bae system ead end merger talk wall street journal,"BAE Systems, EADS End Merger Talks - Wall Street Journal http://t.co/WJlrYv3B"
1757,eads,256011445454639105,1349872859716,841587354,ead bae call world biggest arm merger news,"http://t.co/aLsjRqru EADS, BAE call off world's biggest arms merger http://t.co/i1qmisQC #news"
1757,eads,256011684555153408,1349872916722,841711435,bae system ead walk away 45 billion merger mamp,BAE Systems and EADS walk away from $45 billion merger http://t.co/Eg7kSij8 #M&amp;A
1757,eads,256011726280089600,1349872926670,22150628,dealbook ead bae system abandon merger talk aerospac giant ead bae system end merger tal,DealBook: EADS and BAE Systems Abandon Merger Talks: The aerospace giants EADS and BAE Systems ended mergers tal... http://t.co/mgNIg9aP
1757,eads,256012795932442625,1349873181695,861050724,aerospac giant ead bae system abandon merger talk ead bae system extend merger talk later wednesda,Aerospace Giants EADS and BAE Systems Abandon Merger Talks: EADS and BAE Systems will not extend their merger talks later on Wednesda...
1757,eads,256013232291082240,1349873285731,279196125,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,"BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger, ... http://t.co/kddkIyqT"
1757,eads,256013345226899457,1349873312657,213810575,ead bae call world biggest arm aerospac merger ead bae call world biggest arm aerospac,"EADS, BAE call off world’s biggest arms, aerospace merger: EADS, BAE call off world’s biggest arms, aerospace me... http://t.co/ckhbzQ62"
1757,eads,256013429230428160,1349873332685,784340984,ead bae call world biggest arm merger ead bae system extend merger talk call,"EADS, BAE call off world's biggest arms merger: EADS and BAE Systems will not extend their merger talks, calling... http://t.co/3DWVbosE"
1757,eads,256013836056932353,1349873429680,58508654,video bae ead deal block germani aerospac defenc firm bae ead de,http://t.co/LD5qQxIP VIDEO: BAE-EADS deal 'blocked by Germany': Aerospace and defence firms BAE and EADS have de... http://t.co/4aDRWVpT
1757,eads,256013974615781378,1349873462715,197230963,bae system say termin discuss propos merger ead,BAE Systems says it has terminated discussions on proposed merger with EADS http://t.co/JNjg9CyJ
1757,eads,256014012398071810,1349873471723,96332237,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,"BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger, ... http://t.co/79P6ewJR"
1757,eads,256014016613343232,1349873472728,410209920,instant view bae system ead merger talk collaps,Instant View: BAE Systems and EADS merger talks collapse http://t.co/Oxxgk38G
1757,eads,256014045876981760,1349873479705,127141063,bae workforc welcom collaps compani merger ead union offici,"~ BAE workforce will welcome the collapse of the company’s merger with EADS, union official… http://t.co/lGOalxk9"
1757,eads,256014054441754625,1349873481747,352195090,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,"BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger, ... http://t.co/Cay5HqdP"
1757,eads,256014062775848961,1349873483734,220900817,bae ead cancel merger plan aerospac defenc firm bae system ead cancel plan merger,"BAE and EADS cancel merger plans: Aerospace and defence firms BAE Systems and EADS cancel their planned merger, ... http://t.co/oh2LYDFm"
1757,eads,256014486266343424,1349873584702,244317966,merger cancel merger defens giant ead bae system cnns jim boulden,Why the merger was canceled: The merger between defense giants EADS and BAE Systems is off. CNN's Jim Boulden... http://t.co/y7LwxJda
1757,eads,256015232680484864,1349873762661,391550231,dealbook ead bae system abandon merger talk,DealBook: EADS and BAE Systems Abandon Merger Talks http://t.co/DZlTyftn
1757,eads,256015253886877696,1349873767717,391171134,dealbook ead bae system abandon merger talk,DealBook: EADS and BAE Systems Abandon Merger Talks http://t.co/EidIWbi8
1757,eads,256015673292099584,1349873867711,135920727,bae abandon 28bn ead merger plan nation belfast newslett,BAE abandons £28bn EADS merger plan - National - Belfast Newsletter http://t.co/ZGfMtnOL
1757,eads,256015991866273792,1349873943665,865734259,masdirin dealbook ead bae system abandon merger talk news,#masdirin DealBook: EADS and BAE Systems Abandon Merger Talks #news
1757,eads,256016013190103041,1349873948749,865726212,masdirin dealbook ead bae system abandon merger talk news,#masdirin DealBook: EADS and BAE Systems Abandon Merger Talks #news
1757,eads,256016034115510272,1349873953738,29538371,dealbook deal talk bae system ead fall apart,WHAT! “@dealbook: Deal talks between BAE Systems and EADS Fall Apart”
1757,eads,256016059180650496,1349873959714,370027995,uk bae system scrap ead merger plan defenc giant bae system confirm today plan 28billion,UK: BAE Systems scraps EADS merger plan: DEFENCE giant BAE Systems confirmed today that plans for a £28billion m... http://t.co/U6mIXdHR
1757,eads,256016247752384513,1349874004673,572890070,dealbook ead bae system abandon merger talk aerospac giant ead bae system end merger tal,DealBook: EADS and BAE Systems Abandon Merger Talks: The aerospace giants EADS and BAE Systems ended mergers tal... http://t.co/8bn37sfq
1757,eads,256016331793629184,1349874024710,769271150,break news major defenc merger bae system ead collaps amid concern oversea influenc,Breaking News: Major defence merger between BAE Systems and EADS collapses amid concerns of overseas influence http://t.co/KVPGt455
